GEOID,metro_state,POP
1259250,"Punta Rassa, FL",NA
1262675,"St. James City, FL",NA
1271758,"Three Oaks, FL",NA
1271800,"Tice, FL",NA
1223730,"Fort Denaud, FL",NA
1238430,"Lake Mary Jane, FL",NA
1201875,"Aripeka, FL",NA
1204735,"Bear Creek, FL",NA
1251500,"Ona, FL",NA
1257320,"Pioneer, FL",NA
1265200,"Seville, FL",NA
1246540,"Moon Lake, FL",NA
1225475,"Garden Grove, FL",NA
1229385,"Heritage Pines, FL",NA
1259311,"Quail Ridge, FL",NA
1202575,"Aucilla, FL",NA
1239100,"Lamont, FL",NA
1274700,"Wacissa, FL",NA
1254625,"Panacea, FL",NA
1256475,"Pine Air, FL",NA
1225925,"Gifford, FL",NA
1274200,"Vero Beach South, FL",NA
1276937,"West Vero Corridor, FL",NA
1204350,"Bayshore Gardens, FL",NA
1220375,"Ellenton, FL",NA
1273172,"University, FL",NA
1213965,"Connerton, FL",NA
1232250,"Homeland, FL",NA
1201100,"Alturas, FL",NA
1257908,"Point Baker, FL",NA
1275275,"Watergate, FL",NA
1255375,"Patrick AFB, FL",NA
1274975,"Wallace, FL",NA
1222325,"Fidelis, FL",NA
1255532,"Pea Ridge, FL",NA
1271842,"Tiger Point, FL",NA
1258350,"Port Charlotte, FL",NA
1261937,"Rotonda, FL",NA
1263435,"San Castle, FL",NA
1244175,"Memphis, FL",NA
1248050,"Navarre, FL",NA
1217450,"Dickerson City, FL",NA
1258025,"Pomona Park, FL",920
1275750,"Welaka, FL",717
1236375,"Key Largo, FL",NA
1239850,"Lee, FL",328
1242425,"Madison, FL",2763
1231350,"Holly Hill, FL",12357
1238025,"Lake Helen, FL",2801
1250450,"Oak Hill, FL",2214
1258200,"Ponce Inlet, FL",3308
1262825,"St. Marks, FL",324
1224500,"Fort White, FL",600
1228000,"Gulf Breeze, FL",6900
1235425,"Jay, FL",634
1204070,"Bay Hill, FL",NA
1259750,"Redington Shores, FL",2293
1211925,"Chiefland, FL",2186
1233800,"Inglis, FL",1347
1277825,"Williston, FL",2735
1217325,"Destin, FL",14247
1262425,"Safety Harbor, FL",18016
1258575,"Port Orange, FL",64842
1255075,"Parker, FL",4249
1268275,"Springfield, FL",8577
1216800,"DeFuniak Springs, FL",6968
1274125,"Vernon, FL",706
1201125,"Alva, FL",NA
1210425,"Captiva, FL",NA
1216062,"Cypress Lake, FL",NA
1206925,"Blountstown, FL",2443
1245750,"Milton, FL",10523
1278325,"Winter Springs, FL",37312
1204650,"Beacon Square, FL",NA
1215800,"Crystal Springs, FL",NA
1231075,"Holiday, FL",NA
1224475,"Fort Walton Beach, FL",22521
1273675,"Valparaiso, FL",5401
1205075,"Belleair, FL",4260
1233625,"Indian Rocks Beach, FL",4285
1233675,"Indian Shores, FL",1468
1236175,"Kenneth City, FL",5121
1202900,"Babson Park, FL",NA
1215515,"Crooked Lake Park, FL",NA
1215725,"Crystal Lake, FL",NA
1215775,"Crystal River, FL",3186
1222550,"Flagler Beach, FL",5123
1210725,"Carrabelle, FL",2820
1229150,"Havana, FL",1708
1216550,"Daytona Beach Shores, FL",4614
1251100,"Odessa, FL",NA
1265385,"Shady Hills, FL",NA
1272442,"Trinity, FL",NA
1225125,"Fussels Corner, FL",NA
1235950,"Kathleen, FL",NA
1241400,"Loughman, FL",NA
1243925,"Medulla, FL",NA
1274775,"Wahneta, FL",NA
1251350,"Oldsmar, FL",15061
1256975,"Pinellas Park, FL",53637
1216100,"Cypress Quarters, FL",NA
1239700,"Lawtey, FL",725
1222175,"Fernandina Beach, FL",13169
1230750,"Hilliard, FL",3263
1245425,"Midway, FL",3000
1258675,"Port St. Joe, FL",3567
1200625,"Alford, FL",463
1203725,"Bascom, FL",115
1209900,"Campbellton, FL",221
1214850,"Cottondale, FL",895
1242650,"Malone, FL",2092
1259325,"Quincy, FL",6827
1246500,"Monticello, FL",2409
1239525,"Lauderdale Lakes, FL",36194
1278775,"Worthington Springs, FL",387
1202275,"Astor, FL",NA
1222225,"Ferndale, FL",NA
1238162,"Lake Kathryn, FL",NA
1247125,"Mount Plymouth, FL",NA
1253850,"Paisley, FL",NA
1266975,"Sorrento, FL",NA
1203375,"Balm, FL",NA
1215300,"Crawfordville, FL",NA
1212675,"Clarcona, FL",NA
1230858,"Hillsboro Pines, FL",NA
1261807,"Roosevelt Gardens, FL",NA
1245200,"Miami Springs, FL",13917
1222387,"Fish Hawk, FL",NA
1225900,"Gibsonton, FL",NA
1249260,"Northdale, FL",NA
1262275,"Ruskin, FL",NA
1264925,"Seffner, FL",NA
1272350,"Trenton, FL",2160
1272145,"Town 'n' Country, FL",NA
1273163,"University, FL",NA
1278025,"Wimauma, FL",NA
1206875,"Bloomingdale, FL",NA
1211912,"Cheval, FL",NA
1236462,"Keystone, FL",NA
1238350,"Lake Magdalene, FL",NA
1241775,"Lutz, FL",NA
1215375,"Crescent City, FL",1535
1242575,"Maitland, FL",17652
1201775,"Archer, FL",1198
1259400,"Raiford, FL",239
1215575,"Cross City, FL",1713
1235800,"June Park, FL",NA
1201700,"Apopka, FL",53447
1213225,"Cocoa West, FL",NA
1224975,"Fruitland Park, FL",10730
1268135,"Southwest Ranches, FL",7957
1233950,"Inverness, FL",7414
1205300,"Belle Isle, FL",7240
1251200,"Okeechobee, FL",5816
1248625,"New Smyrna Beach, FL",27843
1214400,"Coral Springs, FL",133759
1244300,"Mexico Beach, FL",1114
1230700,"Hillcrest Heights, FL",298
1237800,"Lake Clarke Shores, FL",3627
1262650,"St. George Island, FL",NA
1242150,"McIntosh, FL",496
1261500,"Rockledge, FL",28227
1216975,"De Leon Springs, FL",NA
1230525,"High Springs, FL",6178
1250925,"Ocean City, FL",NA
1219206,"East Lake, FL",NA
1260275,"Ridgecrest, FL",NA
1267462,"South Highpoint, FL",NA
1271825,"Tierra Verde, FL",NA
1239775,"Lealman, FL",NA
1227550,"Greensboro, FL",615
1209630,"Butler Beach, FL",NA
1206125,"Beverly Hills, FL",NA
1254525,"Palm Valley, FL",NA
1217300,"Desoto Lakes, FL",NA
1212450,"Citrus Springs, FL",NA
1225000,"Fruitville, FL",NA
1239600,"Laurel, FL",NA
1233966,"Inverness Highlands South, FL",NA
1267675,"South Pasadena, FL",5095
1257058,"Pine Ridge, FL",NA
1268950,"Sugarmill Woods, FL",NA
1219400,"Eastpoint, FL",NA
1230494,"High Point, FL",NA
1238275,"Lake Lindsey, FL",NA
1253725,"Pace, FL",NA
1212275,"Chuluota, FL",NA
1222250,"Fern Park, FL",NA
1223375,"Forest City, FL",NA
1229320,"Heathrow, FL",NA
1275725,"Wekiwa Springs, FL",NA
1278250,"Winter Garden, FL",46051
1243400,"Masaryktown, FL",NA
1249905,"North Weeki Wachee, FL",NA
1260325,"Ridge Manor, FL",NA
1229425,"Hernando, FL",NA
1268350,"Spring Hill, FL",NA
1201353,"Andrews, FL",NA
1242787,"Manatee Road, FL",NA
1220050,"Eglin AFB, FL",NA
1216725,"Deerfield Beach, FL",81066
1226000,"Glencoe, FL",NA
1263362,"Samsula-Spruce Creek, FL",NA
1260475,"Ridge Wood Heights, FL",NA
1264325,"Sarasota Springs, FL",NA
1267425,"Southgate, FL",NA
1273950,"Venice Gardens, FL",NA
1251825,"Orange City, FL",12335
1248750,"Niceville, FL",15972
1275300,"Watertown, FL",NA
1237500,"Laguna Beach, FL",NA
1236325,"Key Colony Beach, FL",803
1232325,"Homestead Base, FL",NA
1278925,"Yankeetown, FL",529
1219350,"East Palatka, FL",NA
1230325,"Highland Park, FL",220
1243375,"Mary Esther, FL",4434
1279237,"Zephyrhills South, FL",NA
1261875,"Roseland, FL",NA
1232000,"Hollywood, FL",154817
1268875,"Stuart, FL",16237
1241577,"Loxahatchee Groves, FL",3593
1210825,"Carrollwood, FL",NA
1214125,"Cooper City, FL",35800
1224825,"Freeport, FL",2566
1243484,"Matlacha Isles-Matlacha Shores, FL",NA
1238332,"Lake Mack-Forest Hills, FL",NA
1204200,"Bay Pines, FL",NA
1276075,"Westchester, FL",NA
1224581,"Four Corners, FL",NA
1207375,"Bokeelia, FL",NA
1278225,"Winter Beach, FL",NA
1249406,"North Key Largo, FL",NA
1262118,"Royal Palm Estates, FL",NA
1267266,"South Brooksville, FL",NA
1277675,"Wildwood, FL",7276
1204162,"Bayonet Point, FL",NA
1248525,"New Port Richey East, FL",NA
1222275,"Ferry Pass, FL",NA
1260230,"Richmond West, FL",NA
1275200,"Warrington, FL",NA
1228800,"Harbour Heights, FL",NA
1219900,"Edgewood, FL",3003
1254175,"Palm City, FL",NA
1211225,"Cedar Key, FL",720
1220825,"Englewood, FL",NA
1275475,"Waverly, FL",NA
1260785,"River Park, FL",NA
1220108,"Egypt Lake-Leto, FL",NA
1200800,"Allentown, FL",NA
1250630,"Oakleaf Plantation, FL",NA
1260950,"Riverview, FL",NA
1254275,"Palmetto Bay, FL",24523
1240525,"Limestone, FL",NA
1246520,"Montura, FL",NA
1222560,"Flagler Estates, FL",NA
1224925,"Fruit Cove, FL",NA
1238519,"Lake Mystic, FL",NA
1278500,"Woodlawn Beach, FL",NA
1202660,"Avalon, FL",NA
1245100,"Miami Lakes, FL",31367
1239200,"Land O' Lakes, FL",NA
1202187,"Asbury Lake, FL",NA
1276481,"West Lealman, FL",NA
1258420,"Port LaBelle, FL",NA
1269250,"Sun City Center, FL",NA
1251650,"Opa-locka, FL",15887
1243785,"Meadow Oaks, FL",NA
1246725,"Morriston, FL",NA
1278740,"World Golf Village, FL",NA
1267887,"South Sarasota, FL",NA
1236200,"Kensington Park, FL",NA
1277862,"Willow Oak, FL",NA
1218575,"Dunedin, FL",36537
1262100,"Royal Palm Beach, FL",40396
1235300,"Jan Phyl Village, FL",NA
1216937,"DeLand Southwest, FL",NA
1225550,"Gardner, FL",NA
1276950,"Westview, FL",NA
1206670,"Black Hammock, FL",NA
1249787,"North Sarasota, FL",NA
1265225,"Sewall's Point, FL",2226
1203480,"Bardmoor, FL",NA
1244275,"Merritt Island, FL",NA
1224100,"Fort Meade, FL",6257
1271569,"The Hammocks, FL",NA
1254075,"Palm Beach Gardens, FL",57704
1245225,"Micanopy, FL",635
1276050,"West Bradenton, FL",NA
1216175,"Dade City North, FL",NA
1232150,"Holmes Beach, FL",4305
1275641,"Weeki Wachee Gardens, FL",NA
1200410,"Alafaya, FL",NA
1258962,"Pretty Bayou, FL",NA
1278800,"Wright, FL",NA
1225750,"Geneva, FL",NA
1246000,"Miramar Beach, FL",NA
1273725,"Vamo, FL",NA
1222375,"Fisher Island, FL",NA
1251125,"Ojus, FL",NA
1269812,"Sunset, FL",NA
1232400,"Homosassa Springs, FL",NA
1265425,"Shalimar, FL",836
1219212,"East Lake-Orient Park, FL",NA
1249275,"North DeLand, FL",NA
1262550,"St. Augustine Shores, FL",NA
1246225,"Molino, FL",NA
1236300,"Key Biscayne, FL",12846
1270075,"Surfside, FL",5651
1279231,"Zephyrhills North, FL",NA
1235875,"Jupiter, FL",65791
1209550,"Bunnell, FL",2943
1245000,"Miami, FL",467963
1257066,"Pine Ridge, FL",NA
1213275,"Coconut Creek, FL",61248
1247200,"Mulberry, FL",4257
1211150,"Cedar Grove, FL",NA
1277100,"Wewahitchka, FL",2133
1205125,"Belleair Bluffs, FL",2187
1202850,"Azalea Park, FL",NA
1238012,"Lake Hart, FL",NA
1235925,"Jupiter Island, FL",929
1267163,"South Apopka, FL",NA
1233375,"Indialantic, FL",2908
1216050,"Cypress Gardens, FL",NA
1213125,"Cobbtown, FL",NA
1247300,"Munson, FL",NA
1276062,"Westchase, FL",NA
1257900,"Poinciana, FL",NA
1232825,"Hudson, FL",NA
1242400,"Madeira Beach, FL",4301
1271625,"The Villages, FL",NA
1209700,"Callahan, FL",1360
1217710,"Dixonville, FL",NA
1235850,"Juno Beach, FL",3655
1225655,"Gateway, FL",NA
1254450,"Palm Springs, FL",25216
1238425,"Lake Mary, FL",17479
1216675,"DeBary, FL",21305
1221425,"Everglades, FL",421
1264525,"Sawgrass, FL",NA
1279250,"Zolfo Springs, FL",1773
1245475,"Midway, FL",NA
1205462,"Bellview, FL",NA
1241950,"Macclenny, FL",6940
1245975,"Miramar, FL",141191
1237225,"LaBelle, FL",5221
1224150,"Fort Myers Beach, FL",7094
1248875,"Nokomis, FL",NA
1227400,"Green Cove Springs, FL",8577
1243475,"Matlacha, FL",NA
1277137,"Whiskey Creek, FL",NA
1230975,"Hobe Sound, FL",NA
1212950,"Cleveland, FL",NA
1236062,"Kendale Lakes, FL",NA
1267450,"South Gate Ridge, FL",NA
1316544,"Clarkston, GA",12637
1357568,"Offerman, GA",441
1378324,"Union City, GA",22399
1329528,"Fitzgerald, GA",8662
1357736,"Oglethorpe, GA",1156
1326448,"Edison, GA",1396
1347252,"Lone Oak, GA",91
1321268,"Daisy, GA",141
1359416,"Parrott, GA",136
1341932,"Jasper, GA",3974
1362496,"Poulan, GA",870
1300184,"Abbeville, GA",2684
1384960,"Young Harris, GA",1661
1349924,"Marshallville, GA",1227
1326084,"Eatonton, GA",6725
1350680,"Meigs, GA",1031
1308536,"Blakely, GA",4571
1303124,"Arnoldsville, GA",366
1348848,"McIntyre, GA",605
1374852,"Surrency, GA",202
1342184,"Jersey, GA",146
1368096,"Sale City, GA",344
1323900,"Douglasville, GA",33992
1378800,"Valdosta, GA",56457
1358184,"Omega, GA",1230
1378996,"Varnell, GA",2139
1321324,"Dallas, GA",13981
1352696,"Morgan, GA",1835
1343892,"Kite, GA",227
1376756,"Toccoa, GA",8336
1360984,"Pinehurst, GA",355
1300828,"Ailey, GA",536
1346860,"Lithonia, GA",2331
1367452,"Royston, GA",2571
1343192,"Kennesaw, GA",34077
1321380,"Dalton, GA",33665
1366696,"Roopville, GA",229
1379164,"Vernonburg, GA",124
1353508,"Mount Vernon, GA",2371
1371492,"Smyrna, GA",56666
1312988,"Canton, GA",30528
1353060,"Moultrie, GA",14211
1358100,"Oliver, GA",230
1349008,"Macon-Bibb County, GA",153159
1367984,"St. Marys, GA",18567
1366024,"Rochelle, GA",1103
1355244,"Newton, GA",575
1360508,"Phillipsburg, GA",NA
1317580,"Coleman, GA",NA
1328968,"Fayetteville, GA",17991
1371464,"Smithville, GA",636
1312232,"Byromville, GA",500
1330956,"Fort Oglethorpe, GA",9994
1369896,"Sharon, GA",126
1349504,"Manassas, GA",85
1344340,"LaGrange, GA",30305
1369000,"Savannah, GA",144464
1334260,"Graham, GA",290
1332916,"Girard, GA",148
1379416,"Vidette, GA",107
1312512,"Camak, GA",126
1355020,"Newnan, GA",41581
1346020,"Leslie, GA",371
1312120,"Butler, GA",1759
1332384,"Gay, GA",81
1320848,"Culloden, GA",186
1350260,"Maxeys, GA",225
1350596,"Meansville, GA",214
1310076,"Braselton, GA",12961
1375328,"Tallulah Falls, GA",171
1330340,"Flowery Branch, GA",8325
1359556,"Pavo, GA",604
1366444,"Rocky Ford, GA",137
1365016,"Richland, GA",1643
1366668,"Rome, GA",36716
1351492,"Milledgeville, GA",18704
1315900,"Chester, GA",1564
1313184,"Carl, GA",235
1380508,"Warner Robins, GA",77617
1322388,"Denton, GA",248
1352724,"Morganton, GA",323
1319084,"Comer, GA",1178
1347336,"Lookout Mountain, GA",1574
1323284,"Doerun, GA",736
1348428,"McCaysville, GA",1204
1363728,"Ray City, GA",1094
1322724,"Dewy Rose, GA",NA
1309852,"Boykin, GA",NA
1350820,"Mendes, GA",NA
1379612,"Vinings, GA",NA
1348092,"Lyerly, GA",514
1302116,"Americus, GA",15108
1321688,"Danville, GA",212
1313492,"Carrollton, GA",27259
1378464,"Unionville, GA",NA
1302844,"Argyle, GA",208
1317832,"Collins, GA",571
1375104,"Sycamore, GA",664
1341988,"Jefferson, GA",12032
1384176,"Woodstock, GA",33039
1330312,"Flovilla, GA",660
1363000,"Pulaski, GA",263
1304448,"Avera, GA",225
1376952,"Toomsboro, GA",486
1322024,"Dearing, GA",532
1324376,"Dublin, GA",15881
1321940,"Dawsonville, GA",3246
1370932,"Siloam, GA",277
1384260,"Woodville, GA",382
1373704,"Stockbridge, GA",29904
1316908,"Climax, GA",262
1323368,"Donalsonville, GA",2466
1363840,"Rebecca, GA",165
1314192,"Cecil, GA",283
1311672,"Buckhead, GA",183
1382412,"Whigham, GA",464
1372122,"South Fulton, GA",99155
1322108,"Deepstep, GA",120
1369336,"Scotland, GA",337
1309712,"Bowman, GA",808
1364596,"Remerton, GA",1079
1374348,"Summertown, GA",158
1357540,"Odum, GA",503
1363756,"Rayle, GA",185
1372584,"Sparta, GA",1230
1327708,"Ephesus, GA",461
1301808,"Alston, GA",159
1374180,"Sugar Hill, GA",24617
1306688,"Bellville, GA",118
1304084,"Attapulgus, GA",425
1309460,"Boston, GA",1317
1300408,"Acworth, GA",22818
1301024,"Alapaha, GA",675
1376532,"Tignall, GA",496
1310104,"Braswell, GA",383
1351520,"Millen, GA",2766
1367760,"Rutledge, GA",842
1373312,"Statham, GA",2839
1353032,"Morven, GA",549
1327736,"Epworth, GA",NA
1335814,"Gumlog, GA",NA
1315648,"Chauncey, GA",326
1376504,"Tiger, GA",415
1319112,"Commerce, GA",7085
1367676,"Russell, GA",NA
1332528,"Georgetown-Quitman County, GA",2299
1302060,"Ambrose, GA",379
1384708,"Yatesville, GA",360
1331684,"Funston, GA",450
1357456,"Oconee, GA",243
1319000,"Columbus, GA",195769
1340840,"Ila, GA",359
1304000,"Atlanta, GA",506811
1320932,"Cumming, GA",6547
1378100,"Ty Ty, GA",737
1349616,"Mansfield, GA",442
1308480,"Blairsville, GA",643
1308956,"Bluffton, GA",92
1324876,"Dutch Island, GA",NA
1308200,"Bishop, GA",274
1383084,"Williamson, GA",514
1354992,"Newington, GA",262
1380844,"Waverly Hall, GA",807
1304204,"Augusta-Richmond County, GA",197888
1339216,"Hoboken, GA",536
1350848,"Menlo, GA",456
1348624,"McDonough, GA",26768
1305708,"Barwick, GA",372
1323480,"Dooling, GA",136
1378044,"Tyrone, GA",7506
1307304,"Berlin, GA",554
1336276,"Hampton, GA",8073
1315552,"Chattahoochee Hills, GA",3318
1318000,"Colquitt, GA",1834
1320064,"Covington, GA",14206
1377652,"Tucker, GA",36395
1348008,"Luthersville, GA",831
1377372,"Trenton, GA",2151
1379528,"Villa Rica, GA",16058
1301696,"Alpharetta, GA",67213
1347896,"Lula, GA",2961
1344312,"LaFayette, GA",7339
1316656,"Clayton, GA",2193
1303440,"Athens-Clarke County, GA",126913
1331908,"Gainesville, GA",43232
1321184,"Dacula, GA",6350
1380984,"Waynesboro, GA",5363
1312400,"Cairo, GA",9369
1312260,"Byron, GA",5226
1325300,"East Dublin, GA",2398
1322052,"Decatur, GA",25696
1364372,"Register, GA",189
1367284,"Roswell, GA",94763
1347560,"Louisville, GA",2215
1327344,"Emerson, GA",1596
1317496,"Cohutta, GA",637
1301472,"Allenhurst, GA",716
1352668,"Moreland, GA",444
1312344,"Cadwell, GA",540
1370428,"Shiloh, GA",486
1305036,"Ball Ground, GA",2195
1336220,"Hamilton, GA",1117
1375888,"Tennille, GA",2123
1373816,"Stone Mountain, GA",6281
1368516,"Sandy Springs, GA",109452
1335716,"Grovetown, GA",15152
1322752,"Dexter, GA",562
1309040,"Blythe, GA",711
1352500,"Montrose, GA",212
1369784,"Shady Dale, GA",236
1376224,"Thomasville, GA",18518
1375160,"Sylvania, GA",2463
1324768,"Dunwoody, GA",49356
1372780,"Springfield, GA",4084
1371604,"Snellville, GA",20077
1368600,"Santa Claus, GA",159
1361684,"Plainville, GA",318
1362104,"Pooler, GA",25694
1316796,"Clermont, GA",1039
1313688,"Cartersville, GA",21760
1304644,"Avondale Estates, GA",3129
1339720,"Homer, GA",1220
1356644,"Nunez, GA",145
1339524,"Holly Springs, GA",15442
1371282,"Sky Valley, GA",273
1342604,"Jonesboro, GA",4962
1319616,"Cordele, GA",10521
1315984,"Chickamauga, GA",3256
1310944,"Brookhaven, GA",55554
1320316,"Crawfordville, GA",473
1351352,"Midway, GA",2061
1354656,"Newborn, GA",783
1375300,"Tallapoosa, GA",3185
1362244,"Porterdale, GA",1478
1351072,"Metter, GA",3942
1319168,"Concord, GA",384
1302256,"Andersonville, GA",221
1336052,"Hahira, GA",3029
1317328,"Cochran, GA",4993
1331320,"Franklin Springs, GA",1192
1320288,"Crawford, GA",836
1358744,"Oxford, GA",2346
1338348,"Higgston, GA",312
1364960,"Riceboro, GA",778
1355440,"Nicholls, GA",3333
1367256,"Rossville, GA",4009
1344592,"Lakeland, GA",3282
1314920,"Centerville, GA",7884
1315508,"Chatsworth, GA",4290
1348232,"Lyons, GA",4233
1304252,"Austell, GA",7170
1300576,"Adel, GA",5336
1342800,"Junction City, GA",161
1333392,"Glenwood, GA",651
1321072,"Cuthbert, GA",3417
1342156,"Jenkinsburg, GA",376
1380676,"Warwick, GA",386
1327932,"Eton, GA",902
1339076,"Hiram, GA",4223
1311504,"Broxton, GA",1196
1319392,"Coolidge, GA",529
1338964,"Hinesville, GA",33273
1335324,"Griffin, GA",22813
1377540,"Trion, GA",1893
1300660,"Adrian, GA",668
1375832,"Temple, GA",4795
1317272,"Cobbtown, GA",357
1352416,"Monticello, GA",2719
1325552,"Eastman, GA",5067
1302592,"Aragon, GA",1336
1353172,"Mountain Park, GA",568
1347952,"Lumber City, GA",1257
1302928,"Arlington, GA",1326
1362216,"Portal, GA",692
1364512,"Reidsville, GA",2645
1349196,"Madison, GA",4210
1307248,"Berkeley Lake, GA",2147
1379388,"Vidalia, GA",10402
1346384,"Lilly, GA",197
1301052,"Albany, GA",72130
1324488,"Dudley, GA",561
1324796,"Du Pont, GA",117
1315172,"Chamblee, GA",30307
1374964,"Swainsboro, GA",7542
1310132,"Bremen, GA",6638
1341400,"Irwinton, GA",555
1368740,"Sardis, GA",960
1383168,"Wilmington Island, GA",NA
1312834,"Candler-McAfee, GA",NA
1336472,"Hapeville, GA",6534
1378744,"Uvalda, GA",582
1350036,"Martinez, GA",NA
1361544,"Pitts, GA",293
1304896,"Bainbridge, GA",12081
1311616,"Buchanan, GA",1176
1361040,"Pine Lake, GA",754
1325720,"East Point, GA",34875
1379948,"Waleska, GA",964
1347196,"Loganville, GA",12880
1327988,"Euharlee, GA",4367
1354572,"Nelson, GA",1377
1308928,"Blue Ridge, GA",1461
1335240,"Gresham Park, GA",NA
1374628,"Sunnyside, GA",NA
1355944,"Norristown, GA",NA
1343580,"Kings Bay Base, GA",NA
1368805,"Satilla, GA",NA
1344956,"Lakeview Estates, GA",NA
1323200,"Dock Junction, GA",NA
1369868,"Shannon, GA",NA
1334428,"Grantville, GA",3296
1345768,"Leesburg, GA",3055
1337910,"Henderson, GA",NA
1368040,"St. Simons, GA",NA
1336416,"Hannahs Mill, GA",NA
1352332,"Montgomery, GA",NA
1356168,"North Druid Hills, GA",NA
1356112,"North Decatur, GA",NA
1369392,"Scottdale, GA",NA
1344900,"Lakeview, GA",NA
1328632,"Fairview, GA",NA
1341347,"Irondale, GA",NA
1307612,"Bethlehem, GA",725
1383420,"Winder, GA",17937
1342425,"Johns Creek, GA",84579
1351670,"Milton, GA",39587
1301948,"Alto, GA",1198
1332860,"Gillsville, GA",240
1330424,"Folkston, GA",5037
1345600,"Leary, GA",559
1360340,"Perry, GA",17894
1337564,"Hazlehurst, GA",4137
1301248,"Aldora, GA",109
1305344,"Barnesville, GA",6659
1330088,"Flemington, GA",717
1335800,"Gumbranch, GA",265
1332048,"Garden City, GA",8713
1376364,"Thunderbolt, GA",2623
1378036,"Tybee Island, GA",3063
1300436,"Adairsville, GA",4963
1343668,"Kingston, GA",679
1364736,"Resaca, GA",803
1312456,"Calhoun, GA",17271
1362328,"Port Wentworth, GA",9641
1375188,"Sylvester, GA",5776
1366276,"Rockmart, GA",4433
1364932,"Rhine, GA",375
1309544,"Bowdon, GA",2100
1382720,"Whitesburg, GA",611
1319336,"Conyers, GA",16256
1365044,"Richmond Hill, GA",13839
1309068,"Bogart, GA",1206
1383728,"Winterville, GA",1237
1373256,"Statesboro, GA",32954
1330816,"Fort Gaines, GA",963
1341792,"Jakin, GA",146
1381128,"Webster County, GA",2607
1306016,"Baxley, GA",4659
1343360,"Keysville, GA",332
1351240,"Midville, GA",254
1336696,"Harlem, GA",3371
1336528,"Haralson, GA",192
1358884,"Palmetto, GA",4851
1369980,"Sharpsburg, GA",361
1377764,"Turin, GA",347
1312932,"Canon, GA",785
1341596,"Jackson, GA",5239
1345460,"Lavonia, GA",2200
1350008,"Martin, GA",383
1316600,"Claxton, GA",2204
1337144,"Hartwell, GA",4437
1302648,"Arcade, GA",1972
1340056,"Hoschton, GA",2180
1350484,"Maysville, GA",2103
1311784,"Buford, GA",15522
1357260,"Oakwood, GA",4156
1364792,"Rest Haven, GA",63
1382132,"West Point, GA",3737
1355468,"Nicholson, GA",1869
1360032,"Pendergrass, GA",562
1349100,"McRae-Helena, GA",8277
1326980,"Ellaville, GA",1867
1316460,"Clarkesville, GA",1821
1319728,"Cornelia, GA",4683
1322304,"Demorest, GA",2125
1353284,"Mount Airy, GA",1265
1321632,"Danielsville, GA",594
1349532,"Manchester, GA",3970
1368208,"Sandersville, GA",5399
1351408,"Milan, GA",657
1349756,"Marietta, GA",60867
1332188,"Garfield, GA",201
1356308,"North High Shoals, GA",721
1380788,"Watkinsville, GA",2936
1370120,"Shellman, GA",933
1347784,"Ludowici, GA",2283
1347980,"Lumpkin, GA",1266
1377988,"Twin City, GA",1701
1332412,"Geneva, GA",96
1383952,"Woodland, GA",353
1359500,"Patterson, GA",755
1352108,"Molena, GA",400
1321240,"Dahlonega, GA",7294
1333980,"Gordon, GA",1857
1359735,"Peachtree Corners, GA",43905
1322472,"De Soto, GA",173
1321716,"Darien, GA",1921
1374572,"Sunny Side, GA",140
1342100,"Jeffersonville, GA",939
1333336,"Glennville, GA",5020
1371772,"Soperton, GA",3148
1310860,"Bronwood, GA",367
1368796,"Sasser, GA",255
1365856,"Roberta, GA",973
1385128,"Zebulon, GA",1228
1380480,"Warm Springs, GA",405
1330732,"Forsyth, GA",4130
1304392,"Avalon, GA",215
1358296,"Orchard Hill, GA",232
1301612,"Alma, GA",3380
1343640,"Kingsland, GA",17949
1383868,"Woodbine, GA",1352
1363224,"Quitman, GA",3652
1327596,"Enigma, GA",1350
1354264,"Nashville, GA",4851
1327008,"Ellenton, GA",282
1355860,"Norman Park, GA",962
1328744,"Fargo, GA",316
1339748,"Homerville, GA",2350
1359808,"Pearson, GA",2042
1382972,"Willacoochee, GA",1354
1321017,"Cusseta-Chattahoochee County, GA",10907
1338866,"Hilltop, GA",NA
1373784,"Stonecrest, GA",54903
1365324,"Ringgold, GA",3630
1323872,"Douglas, GA",11695
1307640,"Between, GA",373
1333896,"Good Hope, GA",300
1362524,"Powder Springs, GA",15758
1352192,"Monroe, GA",13673
1357232,"Oak Park, GA",470
1376476,"Tifton, GA",16838
1336920,"Harrison, GA",442
1365156,"Riddleville, GA",88
1345936,"Lenox, GA",850
1372556,"Sparks, GA",2013
1317776,"College Park, GA",15159
1364680,"Rentz, GA",285
1357428,"Ocilla, GA",3732
1331292,"Franklin, GA",971
1334512,"Gray, GA",3274
1375496,"Tarrytown, GA",85
1344508,"Lake City, GA",2829
1347616,"Lovejoy, GA",6840
1353004,"Morrow, GA",7192
1305680,"Bartow, GA",250
1373004,"Stapleton, GA",393
1309488,"Bostwick, GA",395
1300996,"Alamo, GA",3317
1310608,"Brinson, GA",202
1304840,"Baconton, GA",827
1337396,"Hawkinsville, GA",5270
1341344,"Iron City, GA",289
1337788,"Helen, GA",560
1380704,"Washington, GA",3963
1332748,"Gibson, GA",631
1351968,"Mitchell, GA",189
1357372,"Ochlocknee, GA",680
1361320,"Pineview, GA",489
1347140,"Locust Grove, GA",8243
1365464,"Riverdale, GA",15594
